,product_id,category_id,product_name,price,manufacture_date,expiry_date,quantity,discount
241,242,9,Thermometer Digital,32.65,2017-05-17 13:44:53.920,2017-06-16 13:44:53.920,84,7
242,243,6,Sun - Dried Tomatoes,45.1883,2017-11-02 21:24:49.460,2017-12-02 21:24:49.460,56,9
243,244,2,Beef - Rib Eye Aaa,94.0664,2018-01-04 07:58:36.760,2018-02-03 07:58:36.760,51,14
244,245,1,Grouper - Fresh,37.6791,2018-04-04 01:39:16.490,2018-05-04 01:39:16.490,43,14
245,246,9,Ice Cream Bar - Hageen Daz To,48.5371,2017-12-10 07:32:58.640,2018-01-09 07:32:58.640,97,19
246,247,9,Juice - Apple Cider,59.0033,2017-03-14 08:05:51.620,2017-04-13 08:05:51.620,67,21
247,248,7,Beef - Inside Round,99.3193,2017-04-29 04:24:05.700,2017-05-29 04:24:05.700,56,9
248,249,10,Cookie Dough - Double,76.6201,2017-06-05 17:53:34.170,2017-07-05 17:53:34.170,28,7
249,250,1,"Soup - Campbells, Beef Barley",64.4951,2017-05-17 01:55:14.020,2017-06-16 01:55:14.020,68,15
250,251,5,"Oranges - Navel, 72",11.7087,2017-07-01 03:39:58.820,2017-07-31 03:39:58.820,78,11
251,252,4,Nantucket - Pomegranate Pear,27.8169,2017-09-28 11:11:20.030,2017-10-28 11:11:20.030,26,20
252,253,7,Wanton Wrap,76.24,2017-03-29 18:21:54.320,2017-04-28 18:21:54.320,73,25
253,254,1,"Soup - Canadian Pea, Dry Mix",77.7804,2017-12-04 16:48:58.390,2018-01-03 16:48:58.390,99,15
254,255,3,Kellogs All Bran Bars,29.2287,2018-03-05 21:35:46.830,2018-04-04 21:35:46.830,74,17
255,256,6,Soup Knorr Chili With Beans,95.7024,2018-05-03 12:24:25.100,2018-06-02 12:24:25.100,25,5
256,257,11,"Pasta - Detalini, White, Fresh",84.438,2017-03-30 01:14:30.260,2017-04-29 01:14:30.260,49,20
257,258,1,Tea - English Breakfast,31.0939,2017-02-16 18:45:37.370,2017-03-18 18:45:37.370,85,5
258,259,7,Veal - Eye Of Round,67.4367,2017-04-10 22:38:36.190,2017-05-10 22:38:36.190,88,19
259,260,7,"Yogurt - Blueberry, 175 Gr",26.8886,2017-08-13 16:55:38.420,2017-09-12 16:55:38.420,90,22
260,261,9,Chinese Foods - Chicken,22.0901,2017-08-14 10:12:42.010,2017-09-13 10:12:42.010,91,12
261,262,7,Bagel - Plain,36.4605,2017-04-19 07:59:57.570,2017-05-19 07:59:57.570,58,15
262,263,7,Soupfoamcont12oz 112con,50.7497,2018-03-20 00:16:31.820,2018-04-19 00:16:31.820,25,13
263,264,3,Juice - V8 Splash,49.4497,2017-06-02 19:59:14.110,2017-07-02 19:59:14.110,70,17
264,265,10,"Mushroom - Porcini, Dry",13.9292,2018-03-20 05:01:16.260,2018-04-19 05:01:16.260,30,8
265,266,7,Clam Nectar,68.1097,2017-05-19 23:03:59.730,2017-06-18 23:03:59.730,88,6
266,267,2,Grapes - Red,5.125,2017-05-28 06:03:35.710,2017-06-27 06:03:35.710,84,5
267,268,9,Vanilla Beans,97.8435,2017-01-25 07:58:22.340,2017-02-24 07:58:22.340,62,17
268,269,11,Wine - Blue Nun Qualitatswein,26.706,2018-03-10 14:14:07.360,2018-04-09 14:14:07.360,94,23
269,270,6,Cheese Cloth No 100,4.4216,2018-04-17 23:10:53.140,2018-05-17 23:10:53.140,28,10
270,271,5,Banana - Leaves,73.3954,2017-08-13 12:39:01.070,2017-09-12 12:39:01.070,60,19
271,272,2,"Chocolate - Semi Sweet, Calets",68.1134,2017-08-01 07:31:07.050,2017-08-31 07:31:07.050,91,28
272,273,4,Bandage - Flexible Neon,77.5913,2018-03-21 17:22:29.260,2018-04-20 17:22:29.260,55,20
273,274,2,Papayas,88.1192,2018-01-03 21:48:36.440,2018-02-02 21:48:36.440,65,16
274,275,1,Corn Meal,50.146,2018-02-03 20:52:22.080,2018-03-05 20:52:22.080,71,11
275,276,5,Snapple - Iced Tea Peach,49.2508,2017-02-20 02:02:31.300,2017-03-22 02:02:31.300,41,23
276,277,9,Sea Bass - Whole,55.4964,2017-05-06 10:12:35.440,2017-06-05 10:12:35.440,72,27
277,278,11,Apricots - Halves,0.3735,2017-11-09 08:22:26.040,2017-12-09 08:22:26.040,51,5
278,279,1,Beef - Texas Style Burger,91.1828,2017-09-14 03:43:07.710,2017-10-14 03:43:07.710,79,9
279,280,5,Onion Powder,61.8352,2018-01-26 10:28:47.910,2018-02-25 10:28:47.910,41,22
280,281,2,"Bar Mix - Pina Colada, 355 Ml",33.0839,2017-08-06 19:23:16.790,2017-09-05 19:23:16.790,27,25
281,282,10,"Lemonade - Natural, 591 Ml",56.1506,2017-12-16 20:00:51.740,2018-01-15 20:00:51.740,49,21
282,283,4,Bread Fig And Almond,1.1882,2017-07-16 18:05:07.010,2017-08-15 18:05:07.010,33,14
283,284,9,Beer - Rickards Red,93.4888,2017-03-13 06:30:05.770,2017-04-12 06:30:05.770,43,26
284,285,7,Cheese - Mix,71.8302,2017-03-03 23:49:59.470,2017-04-02 23:49:59.470,56,11
285,286,2,Beef - Prime Rib Aaa,40.4897,2017-03-29 05:18:14.030,2017-04-28 05:18:14.030,62,11
286,287,7,Bread - Italian Roll With Herbs,57.709,2017-10-16 23:41:07.520,2017-11-15 23:41:07.520,100,21
287,288,11,"Orange - Canned, Mandarin",78.8405,2017-10-07 08:00:25.480,2017-11-06 08:00:25.480,96,25
288,289,10,Sword Pick Asst,43.5169,2017-05-03 08:05:37.580,2017-06-02 08:05:37.580,28,10
289,290,1,Sauce - Rosee,38.8037,2017-01-06 16:18:23.540,2017-02-05 16:18:23.540,39,13
290,291,2,"Crab - Dungeness, Whole",1.2559,2017-07-05 23:42:11.760,2017-08-04 23:42:11.760,87,18
291,292,8,Turkey - Oven Roast Breast,34.5364,2017-11-13 02:37:18.580,2017-12-13 02:37:18.580,68,17
292,293,11,Garlic - Elephant,60.9698,2017-02-11 23:16:38.230,2017-03-13 23:16:38.230,78,9
293,294,10,Wine - Alsace Gewurztraminer,80.7133,2018-02-28 03:09:58.080,2018-03-30 03:09:58.080,25,30
294,295,7,"Ice - Clear, 300 Lb For Carving",48.7695,2018-02-07 06:44:47.630,2018-03-09 06:44:47.630,91,9
295,296,3,Wine - Valpolicella Masi,31.3545,2018-05-07 21:44:03.870,2018-06-06 21:44:03.870,82,17
296,297,3,Hinge W Undercut,81.9003,2017-07-07 13:28:22.110,2017-08-06 13:28:22.110,66,16
297,298,4,Pop Shoppe Cream Soda,95.7387,2017-06-03 01:25:35.340,2017-07-03 01:25:35.340,80,22
298,299,4,Fuji Apples,80.1371,2018-02-24 02:57:20.510,2018-03-26 02:57:20.510,77,10
299,300,5,"Beans - Kidney, Canned",69.5694,2017-11-16 02:35:16.760,2017-12-16 02:35:16.760,43,19
300,301,8,Beer - Labatt Blue,43.412,2017-07-16 01:29:22.930,2017-08-15 01:29:22.930,56,12
301,302,11,"Doilies - 5, Paper",61.1598,2017-02-18 00:07:29.280,2017-03-20 00:07:29.280,90,29
302,303,7,Cod - Black Whole Fillet,72.6133,2017-06-28 14:09:58.350,2017-07-28 14:09:58.350,95,30
303,304,5,Banana Turning,72.1984,2017-06-27 18:42:41.030,2017-07-27 18:42:41.030,90,12
304,305,8,Pastry - Cheese Baked Scones,91.0997,2018-02-10 13:16:12.950,2018-03-12 13:16:12.950,44,13
305,306,4,"Pepper - White, Ground",43.5953,2018-04-08 20:08:51.780,2018-05-08 20:08:51.780,20,7
306,307,1,Foam Cup 6 Oz,50.2256,2017-11-16 17:48:50.780,2017-12-16 17:48:50.780,46,14
307,308,6,Tea - Decaf Lipton,88.1209,2017-08-02 20:33:17.890,2017-09-01 20:33:17.890,49,30
308,309,11,Muffin Batt - Choc Chk,27.6344,2018-03-09 19:56:36.310,2018-04-08 19:56:36.310,82,23
309,310,9,Coffee - Dark Roast,79.978,2018-01-14 19:33:15.530,2018-02-13 19:33:15.530,85,22
310,311,9,Wonton Wrappers,40.206,2017-12-29 02:11:49.650,2018-01-28 02:11:49.650,49,28
311,312,1,Salmon - Sockeye Raw,84.0645,2017-09-27 16:52:04.230,2017-10-27 16:52:04.230,60,7
312,313,11,Veal - Slab Bacon,39.9111,2017-10-12 15:02:29.670,2017-11-11 15:02:29.670,30,19
313,314,2,Salmon Steak - Cohoe 8 Oz,5.6015,2017-07-23 12:09:48.290,2017-08-22 12:09:48.290,28,24
314,315,6,Wine - Gato Negro Cabernet,93.8047,2017-01-07 21:32:21.630,2017-02-06 21:32:21.630,31,11
315,316,11,Cheese - Victor Et Berthold,65.9395,2018-01-05 14:11:50.270,2018-02-04 14:11:50.270,47,23
316,317,3,Water - Green Tea Refresher,35.2723,2018-02-10 13:54:50.560,2018-03-12 13:54:50.560,34,24
317,318,10,Ecolab - Solid Fusion,57.261,2018-01-07 17:46:26.050,2018-02-06 17:46:26.050,72,20
318,319,7,Towels - Paper / Kraft,77.6195,2017-04-01 20:09:14.640,2017-05-01 20:09:14.640,65,12
319,320,9,Yogurt - French Vanilla,73.4396,2017-12-22 23:43:02.230,2018-01-21 23:43:02.230,48,10
320,321,1,"Potatoes - Instant, Mashed",10.4007,2017-12-10 23:22:52.220,2018-01-09 23:22:52.220,91,28
321,322,2,Onions - Vidalia,26.2846,2017-12-28 22:03:10.240,2018-01-27 22:03:10.240,64,13
322,323,10,Extract - Lemon,54.3266,2018-01-31 23:52:44.760,2018-03-02 23:52:44.760,31,12
323,324,10,Apricots - Dried,87.9023,2018-03-04 21:55:43.810,2018-04-03 21:55:43.810,34,6
324,325,5,Halibut - Fletches,3.1657,2017-10-13 23:28:41.380,2017-11-12 23:28:41.380,47,30
325,326,9,Appetizer - Mushroom Tart,38.859,2018-02-07 10:01:42.490,2018-03-09 10:01:42.490,27,5
326,327,2,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2017-06-20 08:14:28.810,2017-07-20 08:14:28.810,20,14
327,328,6,Tuna - Salad Premix,96.8781,2017-01-22 14:12:31.170,2017-02-21 14:12:31.170,82,9
328,329,6,"Pork - Loin, Center Cut",39.3496,2018-04-05 15:03:48.810,2018-05-05 15:03:48.810,85,15
329,330,10,Olives - Kalamata,18.7914,2018-02-05 23:08:18.220,2018-03-07 23:08:18.220,100,13
330,331,3,Cookies Cereal Nut,67.3505,2017-12-23 12:34:09.200,2018-01-22 12:34:09.200,34,27
331,332,5,Bouq All Italian - Primerba,59.7578,2018-04-12 08:47:00.100,2018-05-12 08:47:00.100,51,28
332,333,7,Cheese - Cottage Cheese,20.2364,2018-01-23 05:25:05.530,2018-02-22 05:25:05.530,98,28
333,334,7,Ecolab - Lime - A - Way 4/4 L,21.6133,2018-03-08 01:07:50.950,2018-04-07 01:07:50.950,39,8
334,335,9,"Oil - Shortening,liqud, Fry",18.4231,2017-07-14 08:59:24.970,2017-08-13 08:59:24.970,35,22
335,336,2,Broom - Corn,71.9241,2017-06-19 19:15:47.500,2017-07-19 19:15:47.500,61,13
336,337,3,Bread - Rye,83.5373,2017-06-21 05:50:53.390,2017-07-21 05:50:53.390,40,16
337,338,11,Cheese - Camembert,28.9899,2017-01-19 23:22:25.970,2017-02-18 23:22:25.970,97,9
338,339,2,Beef - Striploin Aa,2.389,2017-06-09 17:13:52.820,2017-07-09 17:13:52.820,86,26
339,340,3,Veal - Sweetbread,28.2349,2017-04-04 03:41:07.690,2017-05-04 03:41:07.690,98,16
340,341,1,"Bread - Roll, Canadian Dinner",90.2641,2017-09-19 11:29:23.250,2017-10-19 11:29:23.250,68,5
341,342,1,Mangoes,69.5881,2017-03-17 03:07:49.620,2017-04-16 03:07:49.620,69,28
342,343,1,Otomegusa Dashi Konbu,51.2061,2017-12-07 12:03:49.170,2018-01-06 12:03:49.170,24,8
343,344,2,Sausage - Liver,63.5389,2017-08-26 12:32:22.060,2017-09-25 12:32:22.060,23,28
344,345,4,Bread - Calabrese Baguette,98.5978,2017-05-18 14:06:33.900,2017-06-17 14:06:33.900,43,18
345,346,1,Cheese - Parmesan Grated,17.1914,2018-02-15 06:50:07.540,2018-03-17 06:50:07.540,51,22
346,347,8,Pail For Lid 1537,94.6253,2017-02-01 11:34:48.910,2017-03-03 11:34:48.910,86,6
347,348,10,Pasta - Cheese / Spinach Bauletti,55.3683,2017-11-29 11:06:49.950,2017-12-29 11:06:49.950,37,24
348,349,4,Puree - Mocha,86.9086,2018-02-21 05:37:36.440,2018-03-23 05:37:36.440,94,30
349,350,8,Isomalt,82.83,2017-02-02 16:32:57.360,2017-03-04 16:32:57.360,57,19
350,351,1,Hot Chocolate - Individual,96.0823,2017-03-28 07:49:13.300,2017-04-27 07:49:13.300,35,13
351,352,4,"Beef - Tenderlion, Center Cut",24.6393,2017-11-06 19:41:56.060,2017-12-06 19:41:56.060,72,12
352,353,8,Milk Powder,18.1191,2017-03-04 05:16:20.700,2017-04-03 05:16:20.700,62,26
353,354,7,Crackers Cheez It,6.6975,2017-03-05 03:14:18.270,2017-04-04 03:14:18.270,58,16
354,355,5,Olives - Stuffed,59.1687,2018-04-15 03:12:24.540,2018-05-15 03:12:24.540,99,20
355,356,6,Dc - Frozen Momji,17.1274,2017-11-25 03:26:12.700,2017-12-25 03:26:12.700,79,5
356,357,2,Tilapia - Fillets,6.8332,2017-05-27 00:14:44.530,2017-06-26 00:14:44.530,31,29
357,358,9,"Cheese - Boursin, Garlic / Herbs",84.7111,2017-09-02 16:14:14.540,2017-10-02 16:14:14.540,50,13
358,359,11,Rice - Long Grain,69.0327,2018-01-21 19:13:59.660,2018-02-20 19:13:59.660,59,19
359,360,10,Wine - Hardys Bankside Shiraz,52.2407,2017-01-04 03:14:30.460,2017-02-03 03:14:30.460,97,15
360,361,2,Coffee Decaf Colombian,36.4516,2017-10-20 11:54:22.960,2017-11-19 11:54:22.960,97,22
361,362,7,Cumin - Whole,53.3476,2017-10-26 03:36:19.600,2017-11-25 03:36:19.600,98,24
362,363,11,Cornflakes,48.7712,2017-09-06 05:29:29.090,2017-10-06 05:29:29.090,95,8
363,364,1,Cattail Hearts,8.8429,2017-02-01 20:48:18.090,2017-03-03 20:48:18.090,27,15
364,365,7,"Wine - Red, Harrow Estates, Cab",12.6274,2017-01-23 06:59:06.330,2017-02-22 06:59:06.330,61,13
365,366,4,Tahini Paste,80.4483,2018-01-25 17:24:49.550,2018-02-24 17:24:49.550,85,28
366,367,5,Bread - Italian Corn Meal Poly,63.8281,2018-01-12 11:26:58.700,2018-02-11 11:26:58.700,26,8
367,368,4,Flour - Teff,18.2978,2017-12-14 13:54:38.720,2018-01-13 13:54:38.720,52,13
368,369,5,Rambutan,87.1785,2017-01-10 03:10:23.310,2017-02-09 03:10:23.310,53,24
369,370,4,Muffin - Carrot Individual Wrap,21.8806,2017-11-28 02:16:34.130,2017-12-28 02:16:34.130,25,23
370,371,8,Creme De Banane - Marie,82.4022,2017-07-18 08:20:56.880,2017-08-17 08:20:56.880,53,25
371,372,3,Wine - Two Oceans Cabernet,6.2824,2018-01-22 14:32:24.580,2018-02-21 14:32:24.580,84,5
372,373,9,Beef - Montreal Smoked Brisket,54.8719,2017-08-01 00:32:33.220,2017-08-31 00:32:33.220,50,7
373,374,5,Jagermeister,49.3846,2018-05-07 16:28:06.950,2018-06-06 16:28:06.950,69,20
374,375,8,Snapple Lemon Tea,83.1755,2017-04-05 12:13:38.970,2017-05-05 12:13:38.970,78,22
375,376,11,Pasta - Angel Hair,40.8126,2017-09-26 20:15:02.590,2017-10-26 20:15:02.590,75,20
376,377,1,"Wine - Red, Cooking",75.0785,2017-01-22 09:59:21.060,2017-02-21 09:59:21.060,86,18
377,378,9,Bread Foccacia Whole,90.7877,2017-06-08 11:20:22.690,2017-07-08 11:20:22.690,49,14
378,379,7,Smoked Paprika,89.3046,2017-10-18 07:49:09.900,2017-11-17 07:49:09.900,74,8
379,380,4,Wine - White Cab Sauv.on,85.9743,2018-01-05 16:38:33.840,2018-02-04 16:38:33.840,75,9
380,381,1,Vaccum Bag 10x13,44.2337,2018-01-06 22:26:53.580,2018-02-05 22:26:53.580,34,29
381,382,4,Soup - Campbells Bean Medley,51.7754,2017-11-28 21:07:38.870,2017-12-28 21:07:38.870,72,28
382,383,2,Cake - Box Window 10x10x2.5,9.9694,2017-04-10 08:34:54.730,2017-05-10 08:34:54.730,72,5
383,384,10,Fond - Neutral,56.5197,2018-03-03 22:30:51.450,2018-04-02 22:30:51.450,44,5
384,385,10,"Pork - Back, Short Cut, Boneless",22.7091,2017-11-11 15:19:04.910,2017-12-11 15:19:04.910,56,23
385,386,10,Sprouts - Baby Pea Tendrils,42.7112,2017-02-16 16:52:13.130,2017-03-18 16:52:13.130,44,20
386,387,9,Fondant - Icing,41.6386,2018-02-09 03:30:39.400,2018-03-11 03:30:39.400,63,23
387,388,1,Table Cloth 120 Round White,13.5389,2017-11-21 02:10:47.260,2017-12-21 02:10:47.260,84,8
388,389,3,Pomello,62.4447,2018-04-01 21:55:26.420,2018-05-01 21:55:26.420,68,11
389,390,3,"Seedlings - Mix, Organic",1.2956,2017-12-27 05:33:12.280,2018-01-26 05:33:12.280,81,11
390,391,1,Bread - Bistro White,65.0908,2017-01-24 19:01:02.970,2017-02-23 19:01:02.970,85,12
391,392,5,Puree - Passion Fruit,98.8263,2018-02-25 13:36:38.850,2018-03-27 13:36:38.850,75,5
392,393,1,Olive - Spread Tapenade,59.9572,2017-05-08 04:08:26.320,2017-06-07 04:08:26.320,73,21
393,394,3,Rum - Mount Gay Eclipes,50.1484,2017-06-06 13:59:22.350,2017-07-06 13:59:22.350,31,26
394,395,1,Juice - Lime,91.7833,2017-10-22 15:46:44.740,2017-11-21 15:46:44.740,41,23
395,396,6,Tea - Jasmin Green,36.9165,2018-04-03 07:53:03.650,2018-05-03 07:53:03.650,29,20
396,397,1,Juice - Happy Planet,20.8169,2017-11-17 21:38:20.540,2017-12-17 21:38:20.540,92,19
397,398,11,Wine - Wyndham Estate Bin 777,42.3632,2017-11-05 15:15:31.080,2017-12-05 15:15:31.080,40,5
398,399,6,Berry Brulee,50.9114,2017-08-04 05:33:15.730,2017-09-03 05:33:15.730,72,13
399,400,1,Carbonated Water - Blackcherry,18.1495,2017-08-30 20:41:44.350,2017-09-29 20:41:44.350,68,23
400,401,8,"Tart Shells - Sweet, 4",53.3634,2017-02-03 19:23:08.840,2017-03-05 19:23:08.840,81,22
401,402,5,Butter - Unsalted,76.3275,2017-06-27 21:40:10.190,2017-07-27 21:40:10.190,79,15
402,403,5,Liners - Baking Cups,68.1898,2017-11-20 07:56:26.630,2017-12-20 07:56:26.630,86,25
403,404,1,Pants Custom Dry Clean,65.028,2017-03-27 03:21:02.310,2017-04-26 03:21:02.310,92,26
404,405,11,Pastry - Raisin Muffin - Mini,0.4278,2017-11-25 08:12:00.480,2017-12-25 08:12:00.480,85,10
405,406,9,"Shrimp - Baby, Warm Water",89.7999,2017-07-13 17:16:48.730,2017-08-12 17:16:48.730,23,18
406,407,7,"Pepsi - Diet, 355 Ml",69.7674,2017-04-08 19:09:22.830,2017-05-08 19:09:22.830,96,19
407,408,4,Blueberries,68.7346,2017-03-06 12:48:13.750,2017-04-05 12:48:13.750,51,22
408,409,11,Skirt - 29 Foot,23.522,2018-04-08 15:00:39.310,2018-05-08 15:00:39.310,91,18
409,410,6,Fenngreek Seed,18.356,2017-07-20 06:57:21.940,2017-08-19 06:57:21.940,54,27
410,411,6,Durian Fruit,42.0489,2017-11-03 17:26:51.640,2017-12-03 17:26:51.640,96,16
411,412,5,Lettuce - California Mix,16.0456,2018-04-27 12:54:21.840,2018-05-27 12:54:21.840,71,18
412,413,3,Ice Cream Bar - Oreo Cone,95.4065,2018-03-25 08:25:04.650,2018-04-24 08:25:04.650,20,9
413,414,7,Sauerkraut,83.0585,2017-01-17 02:35:25.820,2017-02-16 02:35:25.820,94,21
414,415,10,Mussels - Frozen,8.0069,2017-05-07 04:47:36.890,2017-06-06 04:47:36.890,48,28
415,416,10,Baking Powder,84.6763,2018-03-31 14:46:44.090,2018-04-30 14:46:44.090,40,24
416,417,5,"Lamb - Pieces, Diced",43.3781,2017-07-18 19:01:24.860,2017-08-17 19:01:24.860,59,29
417,418,2,Truffle Cups - Brown,92.2516,2017-11-12 06:58:37.640,2017-12-12 06:58:37.640,29,8
418,419,3,Pork - Belly Fresh,86.1338,2017-07-31 05:29:13.180,2017-08-30 05:29:13.180,66,19
419,420,9,Whmis - Spray Bottle Trigger,69.9163,2018-04-15 14:06:53.200,2018-05-15 14:06:53.200,70,24
420,421,6,Soup V8 Roasted Red Pepper,38.8096,2018-04-25 13:54:10.160,2018-05-25 13:54:10.160,22,11
421,422,5,"Garlic - Primerba, Paste",50.2892,2017-02-22 09:16:11.430,2017-03-24 09:16:11.430,99,21
422,423,2,"Fish - Scallops, Cold Smoked",55.8531,2018-01-21 15:59:12.310,2018-02-20 15:59:12.310,57,30
423,424,3,Vinegar - Tarragon,85.8828,2017-05-23 21:37:11.040,2017-06-22 21:37:11.040,62,26
424,425,4,Wine - Redchard Merritt,56.7898,2017-11-04 07:15:31.160,2017-12-04 07:15:31.160,59,18
425,426,3,Scallops - Live In Shell,83.5759,2017-09-29 18:44:18.040,2017-10-29 18:44:18.040,85,26
426,427,3,Wine - Vineland Estate Semi - Dry,46.3252,2017-09-17 10:23:58.260,2017-10-17 10:23:58.260,30,21
427,428,7,Wine - Ruffino Chianti,4.7235,2017-02-25 10:33:10.870,2017-03-27 10:33:10.870,36,23
428,429,4,Beef - Short Loin,57.6013,2017-07-17 00:41:22.210,2017-08-16 00:41:22.210,70,25
429,430,2,Milk - 1%,46.2589,2017-05-12 04:20:35.330,2017-06-11 04:20:35.330,67,18
430,431,10,Muffin Chocolate Individual Wrap,19.9957,2018-03-18 22:36:42.060,2018-04-17 22:36:42.060,84,17
431,432,2,Beer - Original Organic Lager,32.7153,2017-07-26 18:43:49.990,2017-08-25 18:43:49.990,82,18
432,433,3,"Beans - Kidney, Red Dry",39.8762,2018-03-14 05:47:06.970,2018-04-13 05:47:06.970,28,11
433,434,7,Cookie - Dough Variety,71.1551,2017-02-18 11:07:25.550,2017-03-20 11:07:25.550,31,30
434,435,8,"Salsify, Organic",32.6109,2017-12-02 21:15:24.990,2018-01-01 21:15:24.990,25,27
435,436,7,Table Cloth 81x81 White,67.9063,2017-07-13 00:46:43.380,2017-08-12 00:46:43.380,83,16
436,437,10,Chips Potato All Dressed - 43g,83.5856,2017-01-09 13:11:12.230,2017-02-08 13:11:12.230,22,5
437,438,2,Juice - Orange,44.9415,2017-01-15 05:13:52.420,2017-02-14 05:13:52.420,32,8
438,439,11,"Beef - Chuck, Boneless",56.0919,2017-04-09 14:18:50.960,2017-05-09 14:18:50.960,99,14
439,440,1,Pork - Inside,32.9092,2017-05-01 22:02:16.170,2017-05-31 22:02:16.170,35,20
440,441,3,Blackberries,72.9439,2018-03-19 21:42:50.300,2018-04-18 21:42:50.300,21,10
441,442,6,Wine - Ej Gallo Sierra Valley,72.9041,2017-12-06 14:42:25.640,2018-01-05 14:42:25.640,80,5
442,443,2,Lettuce - Spring Mix,90.0169,2017-12-22 11:10:07.960,2018-01-21 11:10:07.960,22,9
443,444,8,Cheese - Cambozola,44.0886,2017-09-13 14:58:04.470,2017-10-13 14:58:04.470,39,28
444,445,8,Pastry - Choclate Baked,59.2467,2017-02-23 12:06:20.630,2017-03-25 12:06:20.630,37,9
445,446,7,Sunflower Seed Raw,49.0452,2017-02-06 06:06:41.130,2017-03-08 06:06:41.130,29,20
446,447,3,"Salmon - Atlantic, Skin On",3.4198,2018-04-12 05:11:34.210,2018-05-12 05:11:34.210,46,18
447,448,5,Gatorade - Xfactor Berry,76.8988,2017-04-22 01:33:00.490,2017-05-22 01:33:00.490,84,29
448,449,4,Nantuket Peach Orange,42.1414,2017-01-31 09:11:45.450,2017-03-02 09:11:45.450,49,25
449,450,3,Wine - Vidal Icewine Magnotta,7.107,2017-12-01 01:00:00.650,2017-12-31 01:00:00.650,57,6
450,451,1,Soup - Campbells Tomato Ravioli,93.5384,2017-09-16 12:51:38.780,2017-10-16 12:51:38.780,25,20
451,452,11,Napkin White - Starched,28.5653,2017-01-06 14:39:42.890,2017-02-05 14:39:42.890,78,30
