customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
11742,17,15,1851.3899999999999,1,2,1,121,Lost
11743,6,19,2479.35,2,4,1,241,Needs Attention
11744,5,11,1512.3,3,1,1,311,Potential Loyalist
11745,9,14,1973.7,2,2,1,221,Lost
11746,1,11,1811.79,4,1,1,411,New Customers
11747,10,19,2179.92,2,4,1,241,Needs Attention
11748,9,12,1754.61,2,1,1,211,Lost
11749,5,12,1670.82,3,1,1,311,Potential Loyalist
11750,31,8,1285.1100000000001,1,1,1,111,Lost
11751,2,18,2391.3,4,3,1,431,Loyal Customers
11752,19,9,1092.54,1,1,1,111,Lost
11753,3,23,3090.81,3,4,1,341,Loyal Customers
11754,6,10,1845.0,2,1,1,211,Lost
11755,13,15,1942.62,1,2,1,121,Lost
11756,2,12,1808.73,4,1,1,411,New Customers
11757,17,21,3709.71,1,4,1,141,Needs Attention
11758,0,23,3856.44,4,4,1,441,Loyal Customers
11759,36,10,1417.0800000000002,1,1,1,111,Lost
11760,3,9,1252.05,3,1,1,311,Potential Loyalist
11761,5,15,1756.17,3,2,1,321,Potential Loyalist
11762,5,19,3168.15,3,4,1,341,Loyal Customers
11763,8,15,1721.13,2,2,1,221,Lost
11764,19,15,2044.98,1,2,1,121,Lost
11765,8,12,1897.11,2,1,1,211,Lost
11766,4,21,3275.7,3,4,1,341,Loyal Customers
11767,4,14,2444.31,3,2,1,321,Potential Loyalist
11768,0,16,2024.97,4,3,1,431,Loyal Customers
11769,0,15,1899.27,4,2,1,421,New Customers
11770,6,19,2795.61,2,4,1,241,Needs Attention
11771,8,14,1651.53,2,2,1,221,Lost
11772,9,17,2106.0299999999997,2,3,1,231,Needs Attention
11773,13,16,2482.41,1,3,1,131,Needs Attention
11774,12,14,1613.9099999999999,1,2,1,121,Lost
11775,26,9,1092.45,1,1,1,111,Lost
11776,14,11,1475.61,1,1,1,111,Lost
11777,0,15,1847.49,4,2,1,421,New Customers
11778,1,18,2697.39,4,3,1,431,Loyal Customers
11779,4,14,2250.24,3,2,1,321,Potential Loyalist
11780,12,12,1658.46,1,1,1,111,Lost
11781,36,12,1875.75,1,1,1,111,Lost
11782,5,17,2469.12,3,3,1,331,Loyal Customers
11783,0,18,2483.31,4,3,1,431,Loyal Customers
11784,5,18,2711.34,3,3,1,331,Loyal Customers
11785,4,13,2234.94,3,2,1,321,Potential Loyalist
11786,25,14,1963.65,1,2,1,121,Lost
11787,1,19,2643.21,4,4,1,441,Loyal Customers
11788,10,11,1445.7,2,1,1,211,Lost
11789,21,11,1491.84,1,1,1,111,Lost
11790,2,18,2050.29,4,3,1,431,Loyal Customers
11791,17,18,2992.62,1,3,1,131,Needs Attention
11792,3,13,1799.64,3,2,1,321,Potential Loyalist
11793,17,7,810.33,1,1,1,111,Lost
11794,21,7,923.91,1,1,1,111,Lost
11795,0,18,2654.22,4,3,1,431,Loyal Customers
11796,1,18,2274.09,4,3,1,431,Loyal Customers
11797,4,14,1610.55,3,2,1,321,Potential Loyalist
11798,4,12,1715.97,3,1,1,311,Potential Loyalist
11799,5,13,1963.8899999999999,3,2,1,321,Potential Loyalist
11800,8,19,2470.71,2,4,1,241,Needs Attention
11801,0,9,1167.72,4,1,1,411,New Customers
11802,14,17,2556.84,1,3,1,131,Needs Attention
11803,9,13,1929.45,2,2,1,221,Lost
11804,1,13,1859.58,4,2,1,421,New Customers
11805,2,12,1825.92,4,1,1,411,New Customers
11806,5,14,1996.4099999999999,3,2,1,321,Potential Loyalist
11807,1,12,1490.37,4,1,1,411,New Customers
11808,26,18,2581.53,1,3,1,131,Needs Attention
11809,3,20,2804.34,3,4,1,341,Loyal Customers
11810,28,12,2031.12,1,1,1,111,Lost
11811,6,18,2500.02,2,3,1,231,Needs Attention
11812,1,10,1598.88,4,1,1,411,New Customers
11813,3,16,2014.95,3,3,1,331,Loyal Customers
11814,4,9,1281.0900000000001,3,1,1,311,Potential Loyalist
11815,2,14,2038.8,4,2,1,421,New Customers
11816,8,16,2964.18,2,3,1,231,Needs Attention
11817,3,13,1728.72,3,2,1,321,Potential Loyalist
11818,6,16,1897.35,2,3,1,231,Needs Attention
11819,17,21,3102.6,1,4,1,141,Needs Attention
11820,4,18,1995.1799999999998,3,3,1,331,Loyal Customers
11821,5,23,3372.2400000000002,3,4,1,341,Loyal Customers
11822,24,12,1658.0700000000002,1,1,1,111,Lost
11823,7,17,2131.32,2,3,1,231,Needs Attention
11824,0,19,2561.0699999999997,4,4,1,441,Loyal Customers
11825,6,14,2310.09,2,2,1,221,Lost
11826,2,15,2100.0,4,2,1,421,New Customers
11827,4,15,1634.37,3,2,1,321,Potential Loyalist
11828,0,17,2197.44,4,3,1,431,Loyal Customers
11829,22,13,2121.0,1,2,1,121,Lost
11830,9,19,2449.29,2,4,1,241,Needs Attention
11831,4,14,2172.6,3,2,1,321,Potential Loyalist
11832,10,18,2559.2400000000002,2,3,1,231,Needs Attention
11833,3,20,2839.65,3,4,1,341,Loyal Customers
11834,8,10,1486.44,2,1,1,211,Lost
11835,38,16,1942.59,1,3,1,131,Needs Attention
11836,3,13,1974.69,3,2,1,321,Potential Loyalist
11837,0,18,2164.11,4,3,1,431,Loyal Customers
11838,0,22,2232.12,4,4,1,441,Loyal Customers
11839,13,15,1928.55,1,2,1,121,Lost
11840,9,19,2691.51,2,4,1,241,Needs Attention
11841,2,18,2640.21,4,3,1,431,Loyal Customers
11842,0,14,2132.07,4,2,1,421,New Customers
11843,11,22,2802.15,2,4,1,241,Needs Attention
11844,0,6,915.27,4,1,1,411,New Customers
11845,10,17,2526.39,2,3,1,231,Needs Attention
11846,6,11,1511.52,2,1,1,211,Lost
11847,2,17,2552.04,4,3,1,431,Loyal Customers
11848,12,16,1792.32,1,3,1,131,Needs Attention
11849,1,15,2263.32,4,2,1,421,New Customers
11850,0,13,1944.81,4,2,1,421,New Customers
11851,2,18,2508.48,4,3,1,431,Loyal Customers
11852,9,20,3764.02,2,4,1,241,Needs Attention
11853,44,14,2238.4,1,2,1,121,Lost
11854,15,11,2184.76,1,1,1,111,Lost
11855,3,18,3360.2,3,3,1,331,Loyal Customers
11856,15,17,3176.96,1,3,1,131,Needs Attention
11857,10,20,4015.36,2,4,1,241,Needs Attention
11858,9,19,3381.44,2,4,1,241,Needs Attention
11859,0,21,3946.52,4,4,1,441,Loyal Customers
11860,11,11,2228.0,2,1,1,211,Lost
11861,0,24,4384.72,4,4,2,442,Loyal Customers
11862,33,12,2044.6,1,1,1,111,Lost
11863,4,14,2709.56,3,2,1,321,Potential Loyalist
11864,0,17,2737.64,4,3,1,431,Loyal Customers
11865,6,17,3176.32,2,3,1,231,Needs Attention
11866,16,17,3198.2,1,3,1,131,Needs Attention
11867,3,14,3000.4,3,2,1,321,Potential Loyalist
11868,15,16,3181.64,1,3,1,131,Needs Attention
11869,3,9,1439.16,3,1,1,311,Potential Loyalist
11870,0,13,1599.72,4,2,1,421,New Customers
11871,4,17,3223.04,3,3,1,331,Loyal Customers
11872,5,22,4366.04,3,4,2,342,Loyal Customers
11873,2,12,1937.72,4,1,1,411,New Customers
11874,37,13,1849.2,1,2,1,121,Lost
11875,1,16,3275.8,4,3,1,431,Loyal Customers
11876,0,15,2592.44,4,2,1,421,New Customers
11877,23,9,1772.32,1,1,1,111,Lost
11878,1,17,3722.7200000000003,4,3,1,431,Loyal Customers
11879,7,13,2347.4,2,2,1,221,Lost
11880,0,14,3260.68,4,2,1,421,New Customers
11881,13,13,2634.24,1,2,1,121,Lost
11882,1,18,3458.2,4,3,1,431,Loyal Customers
11883,15,16,3103.52,1,3,1,131,Needs Attention
11884,5,18,3346.32,3,3,1,331,Loyal Customers
11885,7,17,3406.6,2,3,1,231,Needs Attention
11886,1,14,3031.1600000000003,4,2,1,421,New Customers
11887,33,7,1209.48,1,1,1,111,Lost
11888,20,12,2053.44,1,1,1,111,Lost
11889,3,21,3669.08,3,4,1,341,Loyal Customers
11890,9,13,2147.8,2,2,1,221,Lost
11891,11,17,3456.92,2,3,1,231,Needs Attention
11892,5,17,3971.12,3,3,1,331,Loyal Customers
11893,3,14,2944.92,3,2,1,321,Potential Loyalist
11894,8,20,3527.4,2,4,1,241,Needs Attention
11895,2,14,2369.0,4,2,1,421,New Customers
11896,0,24,4295.72,4,4,1,441,Loyal Customers
11897,9,11,1746.92,2,1,1,211,Lost
11898,24,15,2619.76,1,2,1,121,Lost
11899,1,22,4605.08,4,4,2,442,Loyal Customers
11900,9,17,3098.44,2,3,1,231,Needs Attention
11901,2,9,1621.28,4,1,1,411,New Customers
11902,7,11,2078.52,2,1,1,211,Lost
11903,27,14,2407.04,1,2,1,121,Lost
11904,1,13,2342.96,4,2,1,421,New Customers
11905,2,22,4531.08,4,4,2,442,Loyal Customers
11906,2,14,2332.68,4,2,1,421,New Customers
11907,5,24,3839.28,3,4,1,341,Loyal Customers
11908,15,15,2648.36,1,2,1,121,Lost
11909,16,12,2344.6,1,1,1,111,Lost
11910,9,11,1879.72,2,1,1,211,Lost
11911,1,26,4116.44,4,4,1,441,Loyal Customers
11912,5,13,2851.56,3,2,1,321,Potential Loyalist
11913,8,16,2283.4,2,3,1,231,Needs Attention
11914,10,12,2343.6,2,1,1,211,Lost
11915,1,18,3211.0,4,3,1,431,Loyal Customers
11916,11,19,4051.04,2,4,1,241,Needs Attention
11917,9,13,1960.1599999999999,2,2,1,221,Lost
11918,3,20,3857.0,3,4,1,341,Loyal Customers
11919,10,12,1960.84,2,1,1,211,Lost
11920,3,13,2364.92,3,2,1,321,Potential Loyalist
11921,3,23,3782.64,3,4,1,341,Loyal Customers
11922,13,10,1800.84,1,1,1,111,Lost
11923,3,18,3494.2799999999997,3,3,1,331,Loyal Customers
11924,11,14,2326.08,2,2,1,221,Lost
11925,3,15,2993.16,3,2,1,321,Potential Loyalist
11926,2,14,2384.96,4,2,1,421,New Customers
11927,17,18,3216.28,1,3,1,131,Needs Attention
11928,14,13,2462.12,1,2,1,121,Lost
11929,6,13,2005.84,2,2,1,221,Lost
11930,5,11,1967.76,3,1,1,311,Potential Loyalist
11931,4,19,4162.5599999999995,3,4,1,341,Loyal Customers
11932,11,17,3084.32,2,3,1,231,Needs Attention
11933,8,17,3409.04,2,3,1,231,Needs Attention
11934,7,19,4062.2799999999997,2,4,1,241,Needs Attention
11935,1,10,1539.04,4,1,1,411,New Customers
11936,18,10,1749.8,1,1,1,111,Lost
11937,1,7,1166.8000000000002,4,1,1,411,New Customers
11938,1,12,2610.2,4,1,1,411,New Customers
11939,3,9,1276.56,3,1,1,311,Potential Loyalist
11940,1,8,1703.0,4,1,1,411,New Customers
11941,9,9,1086.84,2,1,1,211,Lost
11942,6,13,2046.88,2,2,1,221,Lost
11943,12,15,3611.44,1,2,1,121,Lost
11944,4,12,1908.84,3,1,1,311,Potential Loyalist
11945,5,19,4053.6,3,4,1,341,Loyal Customers
11946,4,18,3541.84,3,3,1,331,Loyal Customers
11947,7,12,1828.72,2,1,1,211,Lost
11948,1,21,4144.92,4,4,1,441,Loyal Customers
11949,1,12,2167.48,4,1,1,411,New Customers
11950,1,19,3089.52,4,4,1,441,Loyal Customers
11951,2,11,2202.0,4,1,1,411,New Customers
11952,8,9,1597.32,2,1,1,211,Lost
11953,2,20,4407.4,4,4,2,442,Loyal Customers
11954,7,16,2909.7599999999998,2,3,1,231,Needs Attention
11955,17,13,2277.2,1,2,1,121,Lost
11956,1,19,3091.84,4,4,1,441,Loyal Customers
11957,2,8,1545.92,4,1,1,411,New Customers
11958,3,21,4414.32,3,4,2,342,Loyal Customers
11959,0,11,1581.52,4,1,1,411,New Customers
11960,4,16,2732.6,3,3,1,331,Loyal Customers
11961,20,15,2450.28,1,2,1,121,Lost
11962,5,21,3959.12,3,4,1,341,Loyal Customers
11963,1,15,3080.96,4,2,1,421,New Customers
11964,11,18,3615.32,2,3,1,231,Needs Attention
11965,2,12,2098.84,4,1,1,411,New Customers
11966,7,20,3266.6,2,4,1,241,Needs Attention
11967,7,19,3740.7599999999998,2,4,1,241,Needs Attention
11968,15,9,1735.6,1,1,1,111,Lost
11969,6,15,3035.0,2,2,1,221,Lost
11970,1,21,3644.12,4,4,1,441,Loyal Customers
11971,7,19,3674.68,2,4,1,241,Needs Attention
11972,1,21,4667.36,4,4,2,442,Loyal Customers
11973,10,12,1730.4,2,1,1,211,Lost
11974,31,11,1642.4,1,1,1,111,Lost
11975,28,17,3025.96,1,3,1,131,Needs Attention
11976,14,16,3524.3199999999997,1,3,1,131,Needs Attention
11977,19,16,3114.6,1,3,1,131,Needs Attention
11978,9,13,2046.52,2,2,1,221,Lost
11979,2,11,2097.2,4,1,1,411,New Customers
11980,3,23,3701.0,3,4,1,341,Loyal Customers
11981,8,14,2438.84,2,2,1,221,Lost
11982,0,13,1916.24,4,2,1,421,New Customers
11983,11,11,2059.04,2,1,1,211,Lost
11984,5,15,3587.84,3,2,1,321,Potential Loyalist
11985,14,8,1425.72,1,1,1,111,Lost
11986,8,21,4186.96,2,4,1,241,Needs Attention
11987,2,21,4458.16,4,4,2,442,Loyal Customers
11988,7,23,4469.88,2,4,2,242,Needs Attention
11989,4,17,2700.48,3,3,1,331,Loyal Customers
11990,13,5,699.04,1,1,1,111,Lost
11991,8,16,3345.28,2,3,1,231,Needs Attention
11992,1,15,2110.72,4,2,1,421,New Customers
11993,5,20,3593.28,3,4,1,341,Loyal Customers
11994,15,10,1920.52,1,1,1,111,Lost
11995,3,18,2852.92,3,3,1,331,Loyal Customers
11996,2,9,1539.08,4,1,1,411,New Customers
11997,14,12,2073.68,1,1,1,111,Lost
11998,17,14,1945.76,1,2,1,121,Lost
11999,5,22,4006.08,3,4,1,341,Loyal Customers
12000,32,14,2865.88,1,2,1,121,Lost
12001,1,21,3716.08,4,4,1,441,Loyal Customers
12002,3,28,5539.6,3,4,2,342,Loyal Customers
12003,4,10,1840.3600000000001,3,1,1,311,Potential Loyalist
12004,14,10,2148.64,1,1,1,111,Lost
12005,1,13,2195.28,4,2,1,421,New Customers
12006,7,18,3604.64,2,3,1,231,Needs Attention
12007,13,23,4498.64,1,4,2,142,Needs Attention
12008,18,14,2302.16,1,2,1,121,Lost
12009,17,20,3392.12,1,4,1,141,Needs Attention
12010,9,8,1422.68,2,1,1,211,Lost
12011,7,12,2439.4,2,1,1,211,Lost
12012,0,21,3633.76,4,4,1,441,Loyal Customers
12013,7,11,1509.84,2,1,1,211,Lost
12014,17,15,3083.56,1,2,1,121,Lost
12015,3,18,3462.16,3,3,1,331,Loyal Customers
12016,2,15,2907.88,4,2,1,421,New Customers
12017,19,14,3252.08,1,2,1,121,Lost
12018,3,11,1582.32,3,1,1,311,Potential Loyalist
12019,4,14,2317.68,3,2,1,321,Potential Loyalist
12020,15,16,3338.3599999999997,1,3,1,131,Needs Attention
12021,9,12,2559.84,2,1,1,211,Lost
12022,7,22,5100.36,2,4,2,242,Needs Attention
12023,26,9,1976.56,1,1,1,111,Lost
12024,5,21,3680.64,3,4,1,341,Loyal Customers
12025,12,11,2157.04,1,1,1,111,Lost
12026,2,16,3251.72,4,3,1,431,Loyal Customers
12027,6,14,2063.48,2,2,1,221,Lost
12028,4,16,2683.36,3,3,1,331,Loyal Customers
12029,7,18,3522.48,2,3,1,231,Needs Attention
12030,0,10,1663.52,4,1,1,411,New Customers
12031,18,15,3014.04,1,2,1,121,Lost
12032,11,14,2610.44,2,2,1,221,Lost
12033,29,14,2555.4,1,2,1,121,Lost
12034,0,16,2683.04,4,3,1,431,Loyal Customers
12035,10,15,2794.48,2,2,1,221,Lost
12036,11,11,1388.1200000000001,2,1,1,211,Lost
12037,0,13,1871.52,4,2,1,421,New Customers
12038,9,15,2977.52,2,2,1,221,Lost
12039,4,13,1831.08,3,2,1,321,Potential Loyalist
12040,9,14,3255.44,2,2,1,221,Lost
12041,13,9,1540.56,1,1,1,111,Lost
12042,0,15,3014.4,4,2,1,421,New Customers
12043,5,14,2811.08,3,2,1,321,Potential Loyalist
12044,0,22,4519.64,4,4,2,442,Loyal Customers
12045,0,18,3569.08,4,3,1,431,Loyal Customers
12046,4,10,1737.32,3,1,1,311,Potential Loyalist
12047,7,12,2218.16,2,1,1,211,Lost
12048,3,15,2974.7599999999998,3,2,1,321,Potential Loyalist
12049,0,20,3138.76,4,4,1,441,Loyal Customers
12050,13,18,3421.52,1,3,1,131,Needs Attention
12051,5,13,2501.12,3,2,1,321,Potential Loyalist
12052,2,17,2777.0,4,3,1,431,Loyal Customers
12053,7,22,4228.64,2,4,1,241,Needs Attention
12054,0,20,3559.7999999999997,4,4,1,441,Loyal Customers
12055,0,11,2221.32,4,1,1,411,New Customers
12056,4,14,2769.6,3,2,1,321,Potential Loyalist
12057,7,12,2140.52,2,1,1,211,Lost
12058,2,24,4172.2,4,4,1,441,Loyal Customers
12059,0,18,3261.72,4,3,1,431,Loyal Customers
12060,24,11,2033.32,1,1,1,111,Lost
12061,3,13,2585.28,3,2,1,321,Potential Loyalist
12062,18,16,2426.88,1,3,1,131,Needs Attention
12063,41,9,1782.04,1,1,1,111,Lost
12064,17,12,1616.08,1,1,1,111,Lost
12065,8,12,2300.56,2,1,1,211,Lost
12066,11,17,3206.88,2,3,1,231,Needs Attention
12067,1,10,2310.16,4,1,1,411,New Customers
12068,10,13,2363.2799999999997,2,2,1,221,Lost
12069,2,13,2041.12,4,2,1,421,New Customers
12070,0,16,4052.44,4,3,1,431,Loyal Customers
12071,15,17,2839.08,1,3,1,131,Needs Attention
12072,0,17,2318.04,4,3,1,431,Loyal Customers
12073,2,15,3430.7200000000003,4,2,1,421,New Customers
12074,13,26,5483.36,1,4,2,142,Needs Attention
12075,12,20,3683.08,1,4,1,141,Needs Attention
12076,0,21,4175.72,4,4,1,441,Loyal Customers
12077,0,24,4511.48,4,4,2,442,Loyal Customers
12078,16,11,2804.4,1,1,1,111,Lost
12079,29,13,2973.8799999999997,1,2,1,121,Lost
12080,0,20,3583.32,4,4,1,441,Loyal Customers
12081,10,17,3458.04,2,3,1,231,Needs Attention
12082,2,11,2164.48,4,1,1,411,New Customers
12083,6,22,4433.48,2,4,2,242,Needs Attention
12084,4,24,4438.48,3,4,2,342,Loyal Customers
12085,6,12,2408.96,2,1,1,211,Lost
12086,0,16,2921.2,4,3,1,431,Loyal Customers
12087,8,13,1825.08,2,2,1,221,Lost
12088,10,12,3059.68,2,1,1,211,Lost
12089,10,11,2113.68,2,1,1,211,Lost
12090,12,20,3561.64,1,4,1,141,Needs Attention
12091,5,15,2437.68,3,2,1,321,Potential Loyalist
12092,0,11,2333.76,4,1,1,411,New Customers
12093,5,13,2192.6,3,2,1,321,Potential Loyalist
12094,3,18,3328.4,3,3,1,331,Loyal Customers
12095,6,20,3211.2799999999997,2,4,1,241,Needs Attention
12096,14,14,2717.08,1,2,1,121,Lost
12097,2,16,2801.64,4,3,1,431,Loyal Customers
12098,1,10,1514.16,4,1,1,411,New Customers
12099,12,9,1844.24,1,1,1,111,Lost
12100,6,18,3737.52,2,3,1,231,Needs Attention
12101,9,19,3421.44,2,4,1,241,Needs Attention
12102,12,11,2668.8,1,1,1,111,Lost
12103,10,15,2808.08,2,2,1,221,Lost
12104,17,12,2249.24,1,1,1,111,Lost
12105,0,17,2993.48,4,3,1,431,Loyal Customers
12106,1,14,2396.12,4,2,1,421,New Customers
12107,2,15,2159.36,4,2,1,421,New Customers
12108,43,11,1495.52,1,1,1,111,Lost
12109,7,10,2208.84,2,1,1,211,Lost
12110,8,9,2229.04,2,1,1,211,Lost
12111,1,7,1215.4,4,1,1,411,New Customers
12112,0,11,1735.44,4,1,1,411,New Customers
12113,27,12,2421.44,1,1,1,111,Lost
12114,25,9,1683.1599999999999,1,1,1,111,Lost
12115,5,13,2413.08,3,2,1,321,Potential Loyalist
12116,0,17,2718.72,4,3,1,431,Loyal Customers
12117,46,10,1724.6399999999999,1,1,1,111,Lost
12118,9,9,1661.44,2,1,1,211,Lost
12119,18,13,1978.68,1,2,1,121,Lost
12120,1,27,5102.5199999999995,4,4,2,442,Loyal Customers
12121,2,13,2207.16,4,2,1,421,New Customers
12122,5,15,2526.96,3,2,1,321,Potential Loyalist
12123,22,12,1667.6399999999999,1,1,1,111,Lost
12124,13,14,2310.08,1,2,1,121,Lost
12125,5,17,2621.52,3,3,1,331,Loyal Customers
12126,9,20,4073.68,2,4,1,241,Needs Attention
12127,0,18,4070.0,4,3,1,431,Loyal Customers
12128,1,14,2399.28,4,2,1,421,New Customers
12129,2,16,3221.52,4,3,1,431,Loyal Customers
12130,5,12,2208.08,3,1,1,311,Potential Loyalist
12131,5,10,1613.04,3,1,1,311,Potential Loyalist
12132,18,13,2674.48,1,2,1,121,Lost
12133,18,14,2499.3199999999997,1,2,1,121,Lost
12134,1,15,2625.36,4,2,1,421,New Customers
12135,4,16,3128.68,3,3,1,331,Loyal Customers
12136,13,11,2378.08,1,1,1,111,Lost
12137,0,17,3206.24,4,3,1,431,Loyal Customers
12138,1,24,5175.12,4,4,2,442,Loyal Customers
12139,0,10,1946.04,4,1,1,411,New Customers
12140,5,16,3138.56,3,3,1,331,Loyal Customers
12141,14,19,3626.6,1,4,1,141,Needs Attention
12142,8,16,2678.2799999999997,2,3,1,231,Needs Attention
12143,1,14,2525.56,4,2,1,421,New Customers
12144,18,10,1921.96,1,1,1,111,Lost
12145,7,18,3410.16,2,3,1,231,Needs Attention
12146,0,16,2741.44,4,3,1,431,Loyal Customers
12147,0,15,3259.96,4,2,1,421,New Customers
12148,1,16,3234.2799999999997,4,3,1,431,Loyal Customers
12149,1,14,2578.2,4,2,1,421,New Customers
12150,3,12,2540.44,3,1,1,311,Potential Loyalist
12151,1,19,3943.04,4,4,1,441,Loyal Customers
12152,11,12,2041.32,2,1,1,211,Lost
12153,0,25,4061.4,4,4,1,441,Loyal Customers
12154,0,19,3619.84,4,4,1,441,Loyal Customers
12155,2,15,3041.12,4,2,1,421,New Customers
12156,35,13,2364.16,1,2,1,121,Lost
12157,53,9,1670.64,1,1,1,111,Lost
12158,0,15,2961.16,4,2,1,421,New Customers
12159,7,15,3227.72,2,2,1,221,Lost
12160,0,16,3123.88,4,3,1,431,Loyal Customers
12161,1,19,3530.36,4,4,1,441,Loyal Customers
12162,7,19,3632.08,2,4,1,241,Needs Attention
12163,4,22,4523.16,3,4,2,342,Loyal Customers
12164,29,22,5009.16,1,4,2,142,Needs Attention
12165,2,20,3751.64,4,4,1,441,Loyal Customers
12166,2,21,3278.28,4,4,1,441,Loyal Customers
12167,15,17,2991.44,1,3,1,131,Needs Attention
12168,0,19,3742.96,4,4,1,441,Loyal Customers
12169,3,20,3154.28,3,4,1,341,Loyal Customers
12170,23,16,2955.6,1,3,1,131,Needs Attention
12171,4,18,2811.52,3,3,1,331,Loyal Customers
12172,3,18,3214.16,3,3,1,331,Loyal Customers
12173,3,21,4435.32,3,4,2,342,Loyal Customers
12174,6,20,3901.0,2,4,1,241,Needs Attention
12175,9,22,4500.44,2,4,2,242,Needs Attention
12176,19,18,2555.08,1,3,1,131,Needs Attention
12177,0,12,2162.6800000000003,4,1,1,411,New Customers
12178,3,16,3418.0,3,3,1,331,Loyal Customers
12179,2,21,4105.12,4,4,1,441,Loyal Customers
12180,14,10,2258.88,1,1,1,111,Lost
12181,17,11,2043.2,1,1,1,111,Lost
12182,4,10,1804.6799999999998,3,1,1,311,Potential Loyalist
12183,7,14,3274.16,2,2,1,221,Lost
12184,0,16,3151.88,4,3,1,431,Loyal Customers
12185,8,14,3098.64,2,2,1,221,Lost
12186,13,20,3972.76,1,4,1,141,Needs Attention
12187,2,16,3148.64,4,3,1,431,Loyal Customers
12188,3,15,2642.44,3,2,1,321,Potential Loyalist
12189,8,16,2476.4,2,3,1,231,Needs Attention
12190,0,18,2473.6,4,3,1,431,Loyal Customers
12191,0,27,5501.32,4,4,2,442,Loyal Customers
12192,18,11,1815.32,1,1,1,111,Lost
12193,10,14,2868.8,2,2,1,221,Lost
12194,6,8,1101.48,2,1,1,211,Lost
12195,12,14,2414.56,1,2,1,121,Lost
12196,0,10,1489.16,4,1,1,411,New Customers
12197,1,11,1958.76,4,1,1,411,New Customers
12198,3,8,1389.24,3,1,1,311,Potential Loyalist
12199,9,9,1156.52,2,1,1,211,Lost
12200,1,19,4176.44,4,4,1,441,Loyal Customers
12201,3,12,1758.12,3,1,1,311,Potential Loyalist
12202,5,13,2593.76,3,2,1,321,Potential Loyalist
12203,20,11,2339.08,1,1,1,111,Lost
12204,2,18,3862.6400000000003,4,3,1,431,Loyal Customers
12205,1,21,3763.36,4,4,1,441,Loyal Customers
12206,10,13,2459.96,2,2,1,221,Lost
12207,7,16,2870.7200000000003,2,3,1,231,Needs Attention
12208,9,17,3398.88,2,3,1,231,Needs Attention
12209,31,10,1679.0,1,1,1,111,Lost
12210,1,29,4849.8,4,4,2,442,Loyal Customers
12211,19,15,2821.32,1,2,1,121,Lost
12212,2,16,2838.88,4,3,1,431,Loyal Customers
12213,20,18,4335.2,1,3,1,131,Needs Attention
12214,0,15,2795.92,4,2,1,421,New Customers
12215,8,11,1657.7199999999998,2,1,1,211,Lost
12216,21,18,2834.0,1,3,1,131,Needs Attention
12217,2,14,2264.3199999999997,4,2,1,421,New Customers
12218,20,14,2241.12,1,2,1,121,Lost
12219,3,15,3268.04,3,2,1,321,Potential Loyalist
12220,15,14,3151.84,1,2,1,121,Lost
12221,18,10,2610.56,1,1,1,111,Lost
12222,17,13,2323.0,1,2,1,121,Lost
12223,0,14,2458.6800000000003,4,2,1,421,New Customers
12224,18,14,2493.12,1,2,1,121,Lost
12225,6,17,2452.64,2,3,1,231,Needs Attention
12226,6,14,2017.12,2,2,1,221,Lost
12227,0,13,2964.6,4,2,1,421,New Customers
12228,2,18,3715.56,4,3,1,431,Loyal Customers
12229,1,14,2067.0,4,2,1,421,New Customers
12230,15,16,3568.88,1,3,1,131,Needs Attention
12231,1,18,3020.0,4,3,1,431,Loyal Customers
12232,20,11,2070.52,1,1,1,111,Lost
12233,7,14,2393.16,2,2,1,221,Lost
12234,7,19,2551.72,2,4,1,241,Needs Attention
12235,13,15,2538.28,1,2,1,121,Lost
12236,8,14,2448.28,2,2,1,221,Lost
12237,2,19,3487.8,4,4,1,441,Loyal Customers
12238,6,12,2157.08,2,1,1,211,Lost
12239,17,14,2718.08,1,2,1,121,Lost
12240,11,15,3064.64,2,2,1,221,Lost
12241,3,16,2386.16,3,3,1,331,Loyal Customers
12242,16,16,3118.24,1,3,1,131,Needs Attention
12243,0,12,2395.44,4,1,1,411,New Customers
12244,8,12,2351.08,2,1,1,211,Lost
12245,2,9,1595.32,4,1,1,411,New Customers
12246,1,13,2499.96,4,2,1,421,New Customers
12247,4,12,1922.1200000000001,3,1,1,311,Potential Loyalist
12248,0,11,2391.36,4,1,1,411,New Customers
12249,9,19,3299.68,2,4,1,241,Needs Attention
12250,1,12,2354.68,4,1,1,411,New Customers
12251,4,16,3477.6,3,3,1,331,Loyal Customers
12252,5,12,2336.64,3,1,1,311,Potential Loyalist
12253,4,15,3305.7200000000003,3,2,1,321,Potential Loyalist
12254,8,13,2472.92,2,2,1,221,Lost
12255,0,11,2210.2799999999997,4,1,1,411,New Customers
12256,5,22,4681.88,3,4,2,342,Loyal Customers
12257,9,12,2061.48,2,1,1,211,Lost
12258,9,15,2797.68,2,2,1,221,Lost
12259,3,15,3418.36,3,2,1,321,Potential Loyalist
12260,25,12,1901.88,1,1,1,111,Lost
12261,7,19,2649.56,2,4,1,241,Needs Attention
12262,0,24,4795.92,4,4,2,442,Loyal Customers
12263,5,24,4569.8,3,4,2,342,Loyal Customers
12264,3,17,2798.48,3,3,1,331,Loyal Customers
12265,2,18,3790.4,4,3,1,431,Loyal Customers
